surface_text,book,chapter,verse,clause_atom,predicate,reference,participant,actor,slots,func,compound,otype
B--CNJM,Leviticus,25,52,529200,C>R,B H CNH,3pf=CNH,CNH,68086 68087 68088,Time,3468,946341
<D CNT H-JBL,Leviticus,25,52,529200,C>R,<D CNH H JWBL,0sf=CNH JWBL,CNH JWBL,68089 68090 68091 68092,#NAVN?,3469 3470,946342
H-JBL,Leviticus,25,52,529200,C>R,H JWBL,3sf=JWBL,JWBL,68091 68092,#NAVN?,3470,1318639
XCB,Leviticus,25,52,529201,XCB,XCB,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68094,VbPred,3471,946344
sfx:W,Leviticus,25,52,529201,XCB,sfx,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68095,Compl1,3472,68095
K-PJ CNJW,Leviticus,25,52,529202,CWB,K PH CNH+S,...,...,68096 68097 68098,Adjunc,3473 3474 3475,...
CNJW,Leviticus,25,52,529202,CWB,CNH+312,...,...,68098,#NAVN?,3474 3475,...
sfx:W,Leviticus,25,52,529202,CWB,sfx,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68098,#NAVN?,3475,68098
JCJB,Leviticus,25,52,529202,CWB,CWB,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68099,VbPred,3476,946347
>T G>LTW,Leviticus,25,52,529202,CWB,>T G>LH+312,"0sf=G>LH+>X+2sm""YOUSgmas""","G>LH >X ""YOUSgmas""",68100 68101,Obj1,3477 3478,946348
sfx:W,Leviticus,25,52,529202,CWB,sfx,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68101,#NAVN?,3478,68101
K-FKJR CNH,Leviticus,25,53,529203,HJH,K FKJR CNH,...,">X ""YOUSgmas""",68102 68103 68104,PrCompl,3479 3480,946349
CNH,Leviticus,25,53,529203,HJH,CNH,...,...,68104,#NAVN?,3480,...
B-CNH,Leviticus,25,53,529203,HJH,B CNH,...,...,68105 68106,#NAVN?,3481,...
JHJH,Leviticus,25,53,529203,HJH,HJH,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68107,VbPred,3482,946351
sfx:W,Leviticus,25,53,529203,HJH,sfx,3sf=TBW>H+FDH,"QNH >X ""YOUSgmas""",68108,Compl1,3483,68108
JRDNW,Leviticus,25,53,529204,RDH,RDH,3sf=TBW>H+FDH,"QNH >X ""YOUSgmas""",68110,VbPred,3484 3485,946354
sfx:NW,Leviticus,25,53,529204,RDH,sfx,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68110,Obj1,3485,68110
B-PRK,Leviticus,25,53,529204,RDH,B PRK,0sm=PRK,PRK,68111 68112,505,3486,946355
L-<JNJK,Leviticus,25,53,529204,RDH,L <JN+212,...,...,68113 68114,Adjunc,3487 3488,...
sfx:K,Leviticus,25,53,529204,RDH,sfx,2sm=,"""YOUSgmas""",68114,#NAVN?,3488,68114
JG>L,Leviticus,25,54,529205,G>L,G>L,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68118,VbPred,3489,946360
B->LH,Leviticus,25,54,529205,G>L,B >LH,...,...,68119 68120,Compl1,3490,...
JY>,Leviticus,25,54,529206,JY>,JY>,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas""",68122,VbPred,3491,946363
B-CNT H-JBL,Leviticus,25,54,529206,JY>,B CNH H JWBL,0sf=CNH JWBL,CNH JWBL,68123 68124 68125 68126,Compl1,3492 3493,946364
H-JBL,Leviticus,25,54,529206,JY>,H JWBL,3sf=JWBL,JWBL,68125 68126,#NAVN?,3493,1318645
HW> W-BNJW,Leviticus,25,54,529206,JY>,HW> W BN+S,"3sm=>X+2sm""YOUSgmas""",">X ""YOUSgmas"" BN >X ""YOUSgmas""",68127 68128 68129,Subj,3494 3495 3496 3497,946365
HW>,Leviticus,25,54,529206,JY>,HW>,3sm=HW>,">X ""YOUSgmas""",68127,#NAVN?,3495,1318646
BNJW,Leviticus,25,54,529206,JY>,BN+312,0pm=BN+HW>,"BN >X ""YOUSgmas""",68129,#NAVN?,3496 3497,1318647
sfx:W,Leviticus,25,54,529206,JY>,sfx,3sm=HW>,">X ""YOUSgmas""",68129,#NAVN?,3497,68129
sfx:W,Leviticus,25,54,529206,JY>,sfx,3sm=HW>,">X ""YOUSgmas""",68130,#NAVN?,3498,68130
sfx:J,Leviticus,25,55,529207,....,sfx,1sc=>NJ,JHWH,68132,#NAVN?,3499,68132
BNJ JFR>L,Leviticus,25,55,529207,....,BN JFR>L,0pm=BN JFR>L,<BD JHWH,68133 68134,Subj,3500 3501,946369
JFR>L,Leviticus,25,55,529207,....,JFR>L,JFR>L,JFR>L,68134,#NAVN?,3501,1318649
<BDJM,Leviticus,25,55,529207,....,<BD,3pm=<BD+>NJ,<BD JHWH,68135,PrCompl,3502,946370
<BDJ,Leviticus,25,55,529208,....,<BD+110,3pm=<BD+>NJ,<BD JHWH,68136,PrCompl,3503 3504,946371
sfx:J,Leviticus,25,55,529208,....,sfx,1sc=>NJ,JHWH,68136,#NAVN?,3504,68136
HM,Leviticus,25,55,529208,....,HM,3pm=<BD+>NJ,<BD JHWH,68137,Subj,3505,946372
HWY>TJ,Leviticus,25,55,529209,JY>,JY>,1sc=>NJ,JHWH,68139,VbPred,3506,946374
sfx:M,Leviticus,25,55,529209,JY>,sfx,3pm=<BD+>NJ,<BD JHWH,68140,Obj1,3507,68140
M->RY MYRJM,Leviticus,25,55,529209,JY>,MN >RY MYRJM,>RY MYRJM,>RY MYRJM,68141 68142 68143,Compl1,3508 3509,946376
MYRJM,Leviticus,25,55,529209,JY>,MYRJM,MYRJM,MYRJM,68143,#NAVN?,3509,1318651
>NJ,Leviticus,25,55,529210,....,>NJ,1sc=>NJ,JHWH,68144,Subj,3510,946377
JHWH,Leviticus,25,55,529210,....,JHWH,0sm=JHWH,JHWH,68145,PrCompl,3511,946378
>LHJKM,Leviticus,25,55,529210,....,>LHJM+232,0pm=>LHJM+>TM,JHWH,68146,#NAVN?,3512 3513,946379
sfx:KM,Leviticus,25,55,529210,....,sfx,2pm=>TM,BN JFR>L,68146,#NAVN?,3513,68146
T<FW,Leviticus,26,1,529211,<FH,<FH,2pm=>TM,>TM,68148,VbPred,3514,946381
sfx:KM,Leviticus,26,1,529211,<FH,sfx,2pm=>TM,>TM,68149,Compl1,3515,68149
>LJLM W-PSL,Leviticus,26,1,529211,<FH,>LJL W PSL,...,...,68150 68151 68152,Obj1,3516 3517 3518,...
>LJLM,Leviticus,26,1,529211,<FH,>LJL,...,...,68150,#NAVN?,3517,...
PSL,Leviticus,26,1,529211,<FH,PSL,...,...,68152,#NAVN?,3518,...
MYBH,Leviticus,26,1,529212,QWM,MYBH,...,...,68154,Obj1,3519,...
TQJMW,Leviticus,26,1,529212,QWM,QWM,2pm=>TM,>TM,68156,VbPred,3520,946387
sfx:KM,Leviticus,26,1,529212,QWM,sfx,2pm=>TM,>TM,68157,Compl1,3521,68157
>BN MFKJT,Leviticus,26,1,529213,NTN,>BN MFKJT,3sf=>BN MFKJT,>BN MFKJT,68159 68160,Obj1,3522 3523,946390
MFKJT,Leviticus,26,1,529213,NTN,MFKJT,...,...,68160,#NAVN?,3523,...
TTNW,Leviticus,26,1,529213,NTN,NTN,2pm=>TM,>TM,68162,VbPred,3524,946392
B->RYKM,Leviticus,26,1,529213,NTN,B >RY+232,3sf=>RY+>TM,>RY >TM,68163 68164,Compl1,3525 3526,946393
sfx:KM,Leviticus,26,1,529213,NTN,sfx,2pm=>TM,>TM,68164,#NAVN?,3526,68164
L-HCTXWT,Leviticus,26,1,529214,XWH,L XWH,2pm=>TM,>TM,68165 68166,VbPred,3527,946394
sfx:H,Leviticus,26,1,529214,XWH,sfx,3sf=>BN MFKJT,>BN MFKJT,68167,Compl1,3528,68167
>NJ,Leviticus,26,1,529215,....,>NJ,1sc=>NJ,JHWH,68169,Subj,3529,946397
JHWH,Leviticus,26,1,529215,....,JHWH,0sm=JHWH,JHWH,68170,PrCompl,3530,946398
>LHJKM,Leviticus,26,1,529215,....,>LHJM+232,0pm=>LHJM+>TM,JHWH,68171,#NAVN?,3531 3532,946399
sfx:KM,Leviticus,26,1,529215,....,sfx,2pm=>TM,>TM,68171,#NAVN?,3532,68171
>T CBTTJ,Leviticus,26,2,529216,CMR,>T CBT+110,...,...,68172 68173,Obj1,3533 3534,...
sfx:J,Leviticus,26,2,529216,CMR,sfx,1sc=>NJ,JHWH,68173,#NAVN?,3534,68173
TCMRW,Leviticus,26,2,529216,CMR,CMR,2pm=>TM,>TM,68174,VbPred,3535,946401
MQDCJ,Leviticus,26,2,529217,JR>,MQDC+110,...,...,68176,Obj1,3536 3537,...
sfx:J,Leviticus,26,2,529217,JR>,sfx,1sc=>NJ,JHWH,68176,#NAVN?,3537,68176
TJR>W,Leviticus,26,2,529217,JR>,JR>,2pm=>TM,>TM,68177,VbPred,3538,946404
>NJ,Leviticus,26,2,529218,....,>NJ,1sc=>NJ,JHWH,68178,Subj,3539,946405
JHWH,Leviticus,26,2,529218,....,JHWH,0sm=JHWH,JHWH,68179,PrCompl,3540,946406
B-XQTJ,Leviticus,26,3,529219,HLK,B XQH+110,0pf=XQH+>NJ,XQH JHWH,68181 68182,Compl1,3541 3542,946408
sfx:J,Leviticus,26,3,529219,HLK,sfx,1sc=>NJ,JHWH,68182,#NAVN?,3542,68182
TLKW,Leviticus,26,3,529219,HLK,HLK,2pm=>TM,>TM,68183,VbPred,3543,946409
>T MYWTJ,Leviticus,26,3,529220,CMR,>T MYWH+110,3pf=MYWH+>NJ,MYWH JHWH,68185 68186,Obj1,3544 3545,946411
sfx:J,Leviticus,26,3,529220,CMR,sfx,1sc=>NJ,JHWH,68186,#NAVN?,3545,68186
TCMRW,Leviticus,26,3,529220,CMR,CMR,2pm=>TM,>TM,68187,VbPred,3546,946412
<FJTM,Leviticus,26,3,529221,<FH,<FH,2pm=>TM,>TM,68189,VbPred,3547,946414
sfx:M,Leviticus,26,3,529221,<FH,sfx,3pf=MYWH+>NJ,MYWH JHWH,68190,Obj1,3548,68190
NTTJ,Leviticus,26,4,529222,NTN,NTN,1sc=>NJ,JHWH,68192,VbPred,3549,946417
GCMJKM,Leviticus,26,4,529222,NTN,GCM+232,3pm=GCM+>TM,GCM >TM,68193,Obj1,3550 3551,946418
sfx:KM,Leviticus,26,4,529222,NTN,sfx,2pm=>TM,>TM,68193,#NAVN?,3551,68193
B-<TM,Leviticus,26,4,529222,NTN,B <T+332,...,...,68194 68195,Time,3552 3553,...
sfx:M,Leviticus,26,4,529222,NTN,sfx,3pm=GCM+>TM,GCM >TM,68195,#NAVN?,3553,68195
NTNH,Leviticus,26,4,529223,NTN,NTN,3sf=>RY,>RY,68197,VbPred,3554,946421
H->RY,Leviticus,26,4,529223,NTN,H >RY,3sf=>RY,>RY,68198 68199,Subj,3555,946422
JBWLH,Leviticus,26,4,529223,NTN,JBWL+311,0sm=JBWL+>RY+>TM,JBWL >RY >TM,68200,Obj1,3556 3557,946423
sfx:H,Leviticus,26,4,529223,NTN,sfx,3sf=>RY,>RY >TM,68200,#NAVN?,3557,68200
<Y H-FDH,Leviticus,26,4,529224,NTN,<Y H FDH,3sm=<Y FDH,<Y FDH,68202 68203 68204,Subj,3558 3559,946425
H-FDH,Leviticus,26,4,529224,NTN,H FDH,0sm=FDH,FDH,68203 68204,#NAVN?,3559,1318657
JTN,Leviticus,26,4,529224,NTN,NTN,3sm=<Y FDH,<Y FDH,68205,VbPred,3560,946426
PRJW,Leviticus,26,4,529224,NTN,PRJ+312,0sm=PRJ+>RY+>TM,PRJ >Y FDH,68206,Obj1,3561 3562,946427
sfx:W,Leviticus,26,4,529224,NTN,sfx,3sm=<Y FDH,<Y FDH,68206,#NAVN?,3562,68206
HFJG,Leviticus,26,5,529225,NFG,NFG,3sm=DJC,DJC,68208,VbPred,3563,946429
sfx:KM,Leviticus,26,5,529225,NFG,sfx,2pm=>TM,>TM,68209,Compl1,3564,68209
DJC,Leviticus,26,5,529225,NFG,DJC,3sm=DJC,DJC,68210,Subj,3565,946431
>T BYJR,Leviticus,26,5,529225,NFG,>T BYJR,3sm=BYJR,BYJR,68211 68212,Obj1,3566,946432
BYJR,Leviticus,26,5,529226,NFG,BYJR,3sm=BYJR,BYJR,68214,Subj,3567,946434
JFJG,Leviticus,26,5,529226,NFG,NFG,3sm=BYJR,BYJR,68215,VbPred,3568,946435
>T ZR<,Leviticus,26,5,529226,NFG,>T ZR<,...,...,68216 68217,Obj1,3569,...
>KLTM,Leviticus,26,5,529227,>KL,>KL,2pm=>TM,>TM,68219,VbPred,3570,946438
LXMKM,Leviticus,26,5,529227,>KL,LXM+232,LXM+>TM,LXM >TM,68220,Obj1,3571 3572,946439
sfx:KM,Leviticus,26,5,529227,>KL,sfx,2pm=>TM,>TM,68220,#NAVN?,3572,68220
L-FB<,Leviticus,26,5,529227,>KL,L FB<,...,...,68221 68222,Adjunc,3573,...
JCBTM,Leviticus,26,5,529228,JCB,JCB,2pm=>TM,>TM,68224,VbPred,3574,946442
L-BVX,Leviticus,26,5,529228,JCB,L BVX,...,...,68225 68226,Adjunc,3575,...
B->RYKM,Leviticus,26,5,529228,JCB,B >RY+232,3sf=>RY+>TM,>RY >TM,68227 68228,Compl1,3576 3577,946444
sfx:KM,Leviticus,26,5,529228,JCB,sfx,2pm=>TM,>TM,68228,#NAVN?,3577,68228
NTTJ,Leviticus,26,6,529229,NTN,NTN,1sc=>NJ,JHWH,68230,VbPred,3578,946446
CLWM,Leviticus,26,6,529229,NTN,CLWM,...,...,68231,Obj1,3579,...
B-->RY,Leviticus,26,6,529229,NTN,B H >RY,3sf=>RY,>RY,68232 68233 68234,Compl1,3580,946448
CKBTM,Leviticus,26,6,529230,CKB,CKB,2pm=>TM,>TM,68236,VbPred,3581,946450
MXRJD,Leviticus,26,6,529231,....,XRD,...,...,68239,Subj,3582,...
HCBTJ,Leviticus,26,6,529232,CBT,CBT,1sc=>NJ,JHWH,68241,VbPred,3583,946455
XJH R<H,Leviticus,26,6,529232,CBT,XJH R<,...,...,68242 68243,Obj1,3584,...
MN H->RY,Leviticus,26,6,529232,CBT,MN H >RY,3sf=>RY,>RY,68244 68245 68246,Compl1,3585,946457
XRB,Leviticus,26,6,529233,<BR,XRB,3sf=XRB,XRB,68248,Subj,3586,946459
T<BR,Leviticus,26,6,529233,<BR,<BR,3sf=XRB,XRB,68250,VbPred,3587,946461
B->RYKM,Leviticus,26,6,529233,<BR,B >RY+232,3sf=>RY+>TM,>RY >TM,68251 68252,Compl1,3588 3589,946462
sfx:KM,Leviticus,26,6,529233,<BR,sfx,2pm=>TM,>TM,68252,#NAVN?,3589,68252
RDPTM,Leviticus,26,7,529234,RDP,RDP,2pm=>TM,>TM,68254,VbPred,3590,946464
>T >JBJKM,Leviticus,26,7,529234,RDP,>T >JB+232,3pm=>JB+>TM,>JB >TM,68255 68256,Obj1,3591 3592,946465
sfx:KM,Leviticus,26,7,529234,RDP,sfx,2pm=>TM,>TM,68256,#NAVN?,3592,68256
NPLW,Leviticus,26,7,529235,NPL,NPL,3pm=>JB+>TM,>JB >TM,68258,VbPred,3593,946467
L-PNJKM,Leviticus,26,7,529235,NPL,L PNH+232,...,...,68259 68260,Compl1,3594 3595,...
sfx:KM,Leviticus,26,7,529235,NPL,sfx,2pm=>TM,>TM,68260,#NAVN?,3595,68260
L--XRB,Leviticus,26,7,529235,NPL,L H XRB,3sf=XRB,XRB,68261 68262 68263,Adjunc,3596,946469
RDPW,Leviticus,26,8,529236,RDP,RDP,3pf=XMC,XMC,68265,VbPred,3597,946471
sfx:KM,Leviticus,26,8,529236,RDP,sfx,2pm=>TM,>TM,68266,Adjunc,3598,68266
XMCH,Leviticus,26,8,529236,RDP,XMC,3pf=XMC,XMC,68267,Subj,3599,946473
M>H,Leviticus,26,8,529236,RDP,M>H,0sf=M>H,M>H,68268,Obj1,3600,946474
M>H,Leviticus,26,8,529237,RDP,M>H,0sf=M>H,M>H >TM,68270,Subj,3601,946476
sfx:KM,Leviticus,26,8,529237,RDP,sfx,2pm=>TM,>TM,68271,#NAVN?,3602,68271
RBBH,Leviticus,26,8,529237,RDP,RBBH,...,...,68272,Obj1,3603,...
JRDPW,Leviticus,26,8,529237,RDP,RDP,3pf=XMC,M>H >TM,68273,VbPred,3604,946479
NPLW,Leviticus,26,8,529238,NPL,NPL,3pm=>JB+>TM,>JB >TM,68275,VbPred,3605,946481
>JBJKM,Leviticus,26,8,529238,NPL,>JB+232,3pm=>JB+>TM,>JB >TM,68276,Subj,3606 3607,946482
sfx:KM,Leviticus,26,8,529238,NPL,sfx,2pm=>TM,>TM,68276,#NAVN?,3607,68276
L-PNJKM,Leviticus,26,8,529238,NPL,L PNH+232,...,...,68277 68278,Compl1,3608 3609,...
sfx:KM,Leviticus,26,8,529238,NPL,sfx,2pm=>TM,>TM,68278,#NAVN?,3609,68278
L--XRB,Leviticus,26,8,529238,NPL,L H XRB,3sf=XRB,XRB,68279 68280 68281,Adjunc,3610,946484
PNJTJ,Leviticus,26,9,529239,PNH,PNH,1sc=>NJ,JHWH,68283,VbPred,3611,946486
sfx:KM,Leviticus,26,9,529239,PNH,sfx,2pm=>TM,>TM,68284,Compl1,3612,68284
HPRJTJ,Leviticus,26,9,529240,PRH,PRH,1sc=>NJ,JHWH,68286,VbPred,3613,946489
sfx:KM,Leviticus,26,9,529240,PRH,sfx,2pm=>TM,>TM,68287,Obj1,3614,68287
HRBJTJ,Leviticus,26,9,529241,RBH,RBH,1sc=>NJ,JHWH,68289,VbPred,3615,946492
sfx:KM,Leviticus,26,9,529241,RBH,sfx,2pm=>TM,>TM,68290,Obj1,3616,68290
HQJMTJ,Leviticus,26,9,529242,QWM,QWM,1sc=>NJ,JHWH,68292,VbPred,3617,946495
>T BRJTJ,Leviticus,26,9,529242,QWM,>T BRJT+110,0sf=BRJT+>NJ,BRJT JHWH,68293 68294,Obj1,3618 3619,946496
sfx:J,Leviticus,26,9,529242,QWM,sfx,1sc=>NJ,JHWH,68294,#NAVN?,3619,68294
sfx:KM,Leviticus,26,9,529242,QWM,sfx,2pm=>TM,>TM,68295,Compl1,3620,68295
>KLTM,Leviticus,26,10,529243,>KL,>KL,2pm=>TM,>TM,68297,VbPred,3621,946499
JCN NWCN,Leviticus,26,10,529243,>KL,JCN JCN,0sm=JCN JCN,JCN JCN,68298 68299,Obj1,3622,946500
JCN,Leviticus,26,10,529244,JY>,JCN,0sm=JCN JCN,JCN JCN,68301,Obj1,3623,946502
M-PNJ XDC,Leviticus,26,10,529244,JY>,MN PNH XDC,...,...,68302 68303 68304,Compl1,3624 3625,...
XDC,Leviticus,26,10,529244,JY>,XDC,...,...,68304,#NAVN?,3625,...
TWYJ>W,Leviticus,26,10,529244,JY>,JY>,2pm=>TM,>TM,68305,VbPred,3626,946504
NTTJ,Leviticus,26,11,529245,NTN,NTN,1sc=>NJ,JHWH,68307,VbPred,3627,946506
MCKNJ,Leviticus,26,11,529245,NTN,MCKN+110,...,...,68308,Obj1,3628 3629,...
sfx:NJ,Leviticus,26,11,529245,NTN,sfx,1sc=>NJ,JHWH,68308,#NAVN?,3629,68308
B-TWKKM,Leviticus,26,11,529245,NTN,B TWK+232,...,...,68309 68310,Compl1,3630 3631,...
sfx:KM,Leviticus,26,11,529245,NTN,sfx,2pm=>TM,>TM,68310,#NAVN?,3631,68310
TG<L,Leviticus,26,11,529246,G<L,G<L,3sf=NPC+>NJ,NPC JHWH,68313,VbPred,3632,946511
NPCJ,Leviticus,26,11,529246,G<L,NPC+110,3sf=NPC+>NJ,NPC JHWH,68314,Subj,3633 3634,946512
sfx:J,Leviticus,26,11,529246,G<L,sfx,1sc=>NJ,JHWH,68314,#NAVN?,3634,68314
sfx:KM,Leviticus,26,11,529246,G<L,sfx,2pm=>TM,>TM,68315,Obj1,3635,68315
HTHLKTJ,Leviticus,26,12,529247,HLK,HLK,1sc=>NJ,JHWH,68317,VbPred,3636,946515
B-TWKKM,Leviticus,26,12,529247,HLK,B TWK+232,...,...,68318 68319,Compl1,3637 3638,...
sfx:KM,Leviticus,26,12,529247,HLK,sfx,2pm=>TM,>TM,68319,#NAVN?,3638,68319
HJJTJ,Leviticus,26,12,529248,HJH,HJH,1sc=>NJ,JHWH,68321,VbPred,3639,946518
sfx:KM,Leviticus,26,12,529248,HJH,sfx,2pm=>TM,>TM,68322,Compl1,3640,68322
L->LHJM,Leviticus,26,12,529248,HJH,L >LHJM,0pm=>LHJM,JHWH,68323 68324,PrCompl,3641,946520
>TM,Leviticus,26,12,529249,HJH,>TM,2pm=>TM,>TM,68326,Subj,3642,946522
THJW,Leviticus,26,12,529249,HJH,HJH,2pm=>TM,>TM,68327,VbPred,3643,946523
sfx:J,Leviticus,26,12,529249,HJH,sfx,1sc=>NJ,JHWH,68328,Compl1,3644,68328
L-<M,Leviticus,26,12,529249,HJH,L <M,...,>TM,68329 68330,PrCompl,3645,946525
>NJ,Leviticus,26,13,529250,....,>NJ,1sc=>NJ,JHWH,68331,Subj,3646,946526
JHWH,Leviticus,26,13,529250,....,JHWH,0sm=JHWH,JHWH,68332,PrCompl,3647,946527
>LHJKM,Leviticus,26,13,529250,....,>LHJM+232,0pm=>LHJM+>TM,JHWH,68333,#NAVN?,3648 3649,946528
sfx:KM,Leviticus,26,13,529250,....,sfx,2pm=>TM,>TM,68333,#NAVN?,3649,68333
HWY>TJ,Leviticus,26,13,529251,JY>,JY>,1sc=>NJ,JHWH,68335,VbPred,3650,946530
sfx:KM,Leviticus,26,13,529251,JY>,sfx,2pm=>TM,>TM,68336,Obj1,3651,68336
M->RY MYRJM,Leviticus,26,13,529251,JY>,MN >RY MYRJM,>RY MYRJM,>RY MYRJM,68337 68338 68339,Compl1,3652 3653,946532
MYRJM,Leviticus,26,13,529251,JY>,MYRJM,3pm=MYRJM,MYRJM,68339,#NAVN?,3653,1318665
M-HJT,Leviticus,26,13,529252,MN HJH,MN HJH,2pm=>TM,>TM,68340 68341,VbPred,3654,946533
sfx:HM,Leviticus,26,13,529252,MN HJH,sfx,3pm=MYRJM,MYRJM,68342,Compl1,3655,68342
<BDJM,Leviticus,26,13,529252,MN HJH,<BD,...,...,68343,Subj,3656,...
>CBR,Leviticus,26,13,529253,CBR,CBR,1sc=>NJ,JHWH,68345,VbPred,3657,946537
MVT <LKM,Leviticus,26,13,529253,CBR,MWVH <L+S,...,...,68346 68347,Obj1,3658 3659 3660,...
<LKM,Leviticus,26,13,529253,CBR,<L+232,...,...,68347,#NAVN?,3659 3660,...
sfx:KM,Leviticus,26,13,529253,CBR,sfx,2pm=>TM,>TM,68347,#NAVN?,3660,68347
>WLK,Leviticus,26,13,529254,HLK,HLK,1sc=>NJ,JHWH,68349,VbPred,3661,946540
sfx:KM,Leviticus,26,13,529254,HLK,sfx,2pm=>TM,>TM,68350,Obj1,3662,68350
TCM<W,Leviticus,26,14,529255,CM<,CM<,2pm=>TM,>TM,68355,VbPred,3663,946546
sfx:J,Leviticus,26,14,529255,CM<,sfx,1sc=>NJ,JHWH,68356,Compl1,3664,68356
T<FW,Leviticus,26,14,529256,<FH,<FH,2pm=>TM,>TM,68359,VbPred,3665,946550
H-MYWT H->LH,Leviticus,26,14,529256,<FH,H MYWH H >LH,...,...,68362 68363 68364 68365,Obj1,3666,...
B-XQTJ,Leviticus,26,15,529257,M>S,B XQH+110,0pf=XQH+>NJ,XQH JHWH,68368 68369,Compl1,3667 3668,946554
sfx:J,Leviticus,26,15,529257,M>S,sfx,1sc=>NJ,JHWH,68369,#NAVN?,3668,68369
TM>SW,Leviticus,26,15,529257,M>S,M>S,2pm=>TM,>TM,68370,VbPred,3669,946555
>T MCPVJ,Leviticus,26,15,529258,G<L,>T MCPV+110,0pm=MCPV+>NJ,MCPV JHWH,68373 68374,Obj1,3670 3671,946558
sfx:J,Leviticus,26,15,529258,G<L,sfx,1sc=>NJ,JHWH,68374,#NAVN?,3671,68374
TG<L,Leviticus,26,15,529258,G<L,G<L,3sf=NPC+>TM,NPC >TM,68375,VbPred,3672,946559
NPCKM,Leviticus,26,15,529258,G<L,NPC+232,3sf=NPC+>TM,NPC >TM,68376,Subj,3673 3674,946560
sfx:KM,Leviticus,26,15,529258,G<L,sfx,2pm=>TM,>TM,68376,#NAVN?,3674,68376
L-BLTJ <FWT,Leviticus,26,15,529259,L BLT <,L BLT <FH,2pm=>TM,>TM,68377 68378 68379,VbPred,3675,946561
MYWTJ,Leviticus,26,15,529259,L BLT <,MYWH+110,3pf=MYWH+>NJ,MYWH JHWH,68382,Obj1,3676 3677,1318673
sfx:J,Leviticus,26,15,529259,L BLT <,sfx,1sc=>NJ,JHWH,68382,#NAVN?,3677,68382
L-HPRKM,Leviticus,26,15,529260,PRR,L PRR,2pm=>TM,>TM,68383 68384,VbPred,3678 3679,946563
sfx:KM,Leviticus,26,15,529260,PRR,sfx,2pm=>TM,>TM,68384,Subj,3679,68384
>T BRJTJ,Leviticus,26,15,529260,PRR,>T BRJT+110,0sf=BRJT+>NJ,BRJT JHWH,68385 68386,Obj1,3680 3681,946564
sfx:J,Leviticus,26,15,529260,PRR,sfx,1sc=>NJ,JHWH,68386,#NAVN?,3681,68386
>P >NJ,Leviticus,26,16,529261,<FH,>P >NJ,1sc=>NJ,JHWH,68387 68388,Subj,3682,946565
><FH,Leviticus,26,16,529261,<FH,<FH,1sc=>NJ,JHWH,68389,VbPred,3683,946566
Z>T,Leviticus,26,16,529261,<FH,Z>T,0sf=Z>T,Z>T,68390,Obj1,3684,946567
sfx:KM,Leviticus,26,16,529261,<FH,sfx,2pm=>TM,>TM,68391,Compl1,3685,68391
HPQDTJ,Leviticus,26,16,529262,PQD,PQD,1sc=>NJ,JHWH,68393,VbPred,3686,946570
sfx:KM,Leviticus,26,16,529262,PQD,sfx,2pm=>TM,>TM,68394,Compl1,3687,68394
BHLH,Leviticus,26,16,529262,PQD,BHLH,...,...,68395,Obj1,3688,...
>T H-CXPT W->T H-QDXT,Leviticus,26,16,529262,PQD,>T H CXPT W >T H QDXT,...,CXPT QDXT,68396 68397 68398 68399 68400 68401 68402,#NAVN?,3689 3690 3691,946573
>T H-CXPT,Leviticus,26,16,529262,PQD,>T H CXPT,...,...,68396 68397 68398,#NAVN?,3690,...
>T H-QDXT,Leviticus,26,16,529262,PQD,>T H QDXT,...,...,68400 68401 68402,#NAVN?,3691,...
MKLWT,Leviticus,26,16,529263,....,KLH,0pf=KLH,CXPT QDXT,68403,PrCompl,3692,946574
<JNJM,Leviticus,26,16,529263,....,<JN,...,...,68404,Obj1,3693,...
MDJBT,Leviticus,26,16,529264,....,DWB,0pf=DWB,CXPT QDXT,68406,PrCompl,3694,946577
NPC,Leviticus,26,16,529264,....,NPC,...,...,68407,Obj1,3695,...
ZR<TM,Leviticus,26,16,529265,ZR<,ZR<,2pm=>TM,>TM,68409,VbPred,3696,946580
L--RJQ,Leviticus,26,16,529265,ZR<,L H RJQ,0sm=RJQ,RJQ,68410 68411 68412,Adjunc,3697,946581
ZR<KM,Leviticus,26,16,529265,ZR<,ZR<+232,3sm=ZR<+>TM,ZR< >TM,68413,Obj1,3698 3699,946582
sfx:KM,Leviticus,26,16,529265,ZR<,sfx,2pm=>TM,>TM,68413,#NAVN?,3699,68413
>KLHW,Leviticus,26,16,529266,>KL,>KL,3pm=>JB+>TM,>JB >TM,68415,VbPred,3700 3701,946584
sfx:HW,Leviticus,26,16,529266,>KL,sfx,3sm=ZR<+>TM,ZR< >TM,68415,Obj1,3701,68415
>JBJKM,Leviticus,26,16,529266,>KL,>JB+232,3pm=>JB+>TM,>JB >TM,68416,Subj,3702 3703,946585
